,userid, movie_id, rating, tstamp 
39,8e7cebf9a234c064b75016249f2ac65e,47,5.0, 2001-09-10 11:53:11 
40,8e7cebf9a234c064b75016249f2ac65e,48,1.0, 2001-09-29 18:38:26 
41,8e7cebf9a234c064b75016249f2ac65e,50,5.0, 2001-09-10 10:32:45 
42,8e7cebf9a234c064b75016249f2ac65e,52,5.0, 2001-09-21 11:33:25 
43,8e7cebf9a234c064b75016249f2ac65e,53,3.0, 2001-09-29 18:44:51 
44,8e7cebf9a234c064b75016249f2ac65e,55,1.0, 2001-09-28 11:28:49 
45,8e7cebf9a234c064b75016249f2ac65e,57,3.0, 2001-09-16 13:12:58 
46,8e7cebf9a234c064b75016249f2ac65e,58,5.0, 2001-09-10 12:23:40 
47,8e7cebf9a234c064b75016249f2ac65e,60,4.0, 2001-09-16 13:12:39 
48,8e7cebf9a234c064b75016249f2ac65e,61,3.0, 2004-05-10 22:38:51 
49,8e7cebf9a234c064b75016249f2ac65e,62,5.0, 2001-09-21 11:36:32 
50,8e7cebf9a234c064b75016249f2ac65e,63,1.0, 2001-09-21 11:43:19 
51,8e7cebf9a234c064b75016249f2ac65e,64,1.0, 2001-09-22 18:23:47 
52,8e7cebf9a234c064b75016249f2ac65e,67,5.0, 2001-09-22 18:23:22 
53,8e7cebf9a234c064b75016249f2ac65e,69,4.0, 2001-09-21 11:37:32 
54,8e7cebf9a234c064b75016249f2ac65e,70,4.0, 2001-09-21 14:12:02 
55,8e7cebf9a234c064b75016249f2ac65e,73,5.0, 2001-09-12 10:55:52 
56,8e7cebf9a234c064b75016249f2ac65e,74,3.0, 2002-07-18 17:00:50 
57,8e7cebf9a234c064b75016249f2ac65e,78,3.5, 2014-05-06 22:43:10 
58,8e7cebf9a234c064b75016249f2ac65e,79,1.0, 2001-09-29 18:55:10 
59,8e7cebf9a234c064b75016249f2ac65e,82,4.0, 2001-09-27 19:53:36 
60,8e7cebf9a234c064b75016249f2ac65e,83,4.0, 2001-09-10 11:53:11 
61,8e7cebf9a234c064b75016249f2ac65e,85,4.0, 2001-09-21 11:34:09 
62,8e7cebf9a234c064b75016249f2ac65e,86,2.0, 2001-09-28 12:42:46 
63,8e7cebf9a234c064b75016249f2ac65e,87,1.0, 2001-09-29 18:48:05 
64,8e7cebf9a234c064b75016249f2ac65e,88,3.0, 2002-01-28 18:52:43 
65,8e7cebf9a234c064b75016249f2ac65e,89,4.0, 2001-09-28 11:20:00 
66,8e7cebf9a234c064b75016249f2ac65e,92,2.0, 2001-09-29 18:58:49 
67,8e7cebf9a234c064b75016249f2ac65e,93,1.0, 2001-09-29 19:00:15 
68,8e7cebf9a234c064b75016249f2ac65e,94,5.0, 2001-09-19 07:48:45 
69,8e7cebf9a234c064b75016249f2ac65e,95,3.0, 2001-09-21 14:06:04 
70,8e7cebf9a234c064b75016249f2ac65e,97,4.0, 2001-09-12 10:48:07 
71,8e7cebf9a234c064b75016249f2ac65e,100,5.0, 2001-09-29 18:18:57 
72,8e7cebf9a234c064b75016249f2ac65e,101,4.0, 2001-09-10 10:38:33 
73,8e7cebf9a234c064b75016249f2ac65e,103,4.0, 2001-09-29 18:36:31 
74,8e7cebf9a234c064b75016249f2ac65e,104,4.0, 2001-09-21 11:33:25 
75,8e7cebf9a234c064b75016249f2ac65e,105,4.0, 2001-09-21 11:51:45 
76,8e7cebf9a234c064b75016249f2ac65e,107,3.0, 2001-09-28 11:23:47 
77,8e7cebf9a234c064b75016249f2ac65e,110,1.0, 2001-09-10 11:57:53 
78,8e7cebf9a234c064b75016249f2ac65e,111,5.0, 2001-09-10 10:38:08 
79,8e7cebf9a234c064b75016249f2ac65e,113,3.5, 2006-07-03 14:57:17 
80,8e7cebf9a234c064b75016249f2ac65e,114,5.0, 2001-09-28 11:08:45 
81,8e7cebf9a234c064b75016249f2ac65e,116,4.0, 2001-09-29 18:10:42 
82,8e7cebf9a234c064b75016249f2ac65e,118,1.0, 2001-09-29 18:26:32 
83,8e7cebf9a234c064b75016249f2ac65e,121,4.0, 2001-09-10 10:40:06 
84,8e7cebf9a234c064b75016249f2ac65e,123,3.0, 2001-09-20 20:19:18 
85,8e7cebf9a234c064b75016249f2ac65e,125,5.0, 2001-09-19 09:21:34 
86,8e7cebf9a234c064b75016249f2ac65e,129,2.0, 2008-09-15 21:15:55 
87,8e7cebf9a234c064b75016249f2ac65e,131,4.0, 2003-01-11 19:01:15 
88,8e7cebf9a234c064b75016249f2ac65e,132,1.0, 2001-09-29 18:32:25 
89,8e7cebf9a234c064b75016249f2ac65e,135,3.0, 2001-09-29 18:51:02 
90,8e7cebf9a234c064b75016249f2ac65e,138,3.0, 2001-09-10 13:32:24 
91,8e7cebf9a234c064b75016249f2ac65e,140,2.0, 2001-09-29 18:40:40 
92,8e7cebf9a234c064b75016249f2ac65e,141,5.0, 2001-09-27 09:29:51 
93,8e7cebf9a234c064b75016249f2ac65e,144,5.0, 2001-09-21 11:53:02 
94,8e7cebf9a234c064b75016249f2ac65e,145,4.0, 2001-09-21 14:05:38 
95,8e7cebf9a234c064b75016249f2ac65e,147,4.0, 2001-09-21 14:12:40 
96,8e7cebf9a234c064b75016249f2ac65e,148,3.0, 2002-05-18 21:38:33 
97,8e7cebf9a234c064b75016249f2ac65e,149,5.0, 2001-09-21 11:48:38 
98,8e7cebf9a234c064b75016249f2ac65e,150,4.0, 2001-09-12 10:51:56 
99,8e7cebf9a234c064b75016249f2ac65e,151,4.0, 2001-09-27 08:12:32 
100,8e7cebf9a234c064b75016249f2ac65e,153,2.0, 2001-09-29 18:52:20 
101,8e7cebf9a234c064b75016249f2ac65e,154,4.0, 2001-09-23 20:29:39 
102,8e7cebf9a234c064b75016249f2ac65e,158,2.0, 2001-09-29 18:30:35 
103,8e7cebf9a234c064b75016249f2ac65e,160,2.0, 2001-09-29 18:59:41 
104,8e7cebf9a234c064b75016249f2ac65e,161,4.0, 2001-09-12 10:53:08 
105,8e7cebf9a234c064b75016249f2ac65e,162,4.0, 2001-09-10 12:09:32 
106,8e7cebf9a234c064b75016249f2ac65e,163,2.0, 2006-01-20 21:50:27 
107,8e7cebf9a234c064b75016249f2ac65e,164,3.0, 2001-09-26 15:39:55 
108,8e7cebf9a234c064b75016249f2ac65e,165,5.0, 2001-09-16 13:13:42 
109,8e7cebf9a234c064b75016249f2ac65e,168,3.0, 2001-09-29 18:37:31 
110,8e7cebf9a234c064b75016249f2ac65e,171,2.5, 2011-12-17 14:35:33 
111,8e7cebf9a234c064b75016249f2ac65e,172,4.0, 2001-09-29 18:51:25 
112,8e7cebf9a234c064b75016249f2ac65e,173,1.0, 2001-09-29 19:00:49 
113,8e7cebf9a234c064b75016249f2ac65e,175,1.0, 2001-09-10 10:41:24 
114,8e7cebf9a234c064b75016249f2ac65e,176,5.0, 2001-09-10 13:44:32 
115,8e7cebf9a234c064b75016249f2ac65e,179,3.0, 2001-09-29 18:55:48 
116,8e7cebf9a234c064b75016249f2ac65e,180,2.0, 2006-01-22 14:52:19 
117,8e7cebf9a234c064b75016249f2ac65e,182,2.0, 2001-09-29 18:50:40 
118,8e7cebf9a234c064b75016249f2ac65e,185,2.0, 2001-09-29 18:37:31 
119,8e7cebf9a234c064b75016249f2ac65e,186,4.0, 2001-09-28 14:24:21 
120,8e7cebf9a234c064b75016249f2ac65e,187,2.0, 2008-05-13 21:15:12 
121,8e7cebf9a234c064b75016249f2ac65e,190,3.5, 2010-12-28 12:29:23 
122,8e7cebf9a234c064b75016249f2ac65e,191,3.0, 2001-09-29 18:59:27 
123,8e7cebf9a234c064b75016249f2ac65e,194,4.0, 2001-09-12 10:55:52 
124,8e7cebf9a234c064b75016249f2ac65e,195,4.0, 2001-09-21 14:14:00 
125,8e7cebf9a234c064b75016249f2ac65e,196,4.0, 2001-09-28 11:44:04 
126,8e7cebf9a234c064b75016249f2ac65e,197,5.0, 2001-09-24 19:07:48 
127,8e7cebf9a234c064b75016249f2ac65e,198,4.0, 2001-09-28 11:29:29 
128,8e7cebf9a234c064b75016249f2ac65e,199,4.0, 2001-09-21 11:33:04 
129,8e7cebf9a234c064b75016249f2ac65e,203,3.0, 2001-09-29 18:36:54 
130,8e7cebf9a234c064b75016249f2ac65e,205,5.0, 2001-09-28 10:33:49 
131,8e7cebf9a234c064b75016249f2ac65e,207,3.0, 2004-10-26 11:22:18 
132,8e7cebf9a234c064b75016249f2ac65e,208,4.0, 2001-09-29 18:40:58 
133,8e7cebf9a234c064b75016249f2ac65e,211,3.5, 2006-12-16 19:36:22 
134,8e7cebf9a234c064b75016249f2ac65e,213,5.0, 2001-09-10 11:52:12 
135,8e7cebf9a234c064b75016249f2ac65e,214,4.0, 2001-09-10 12:20:24 
136,8e7cebf9a234c064b75016249f2ac65e,215,5.0, 2001-09-10 12:34:31 
137,8e7cebf9a234c064b75016249f2ac65e,218,2.0, 2001-09-21 11:54:53 
138,8e7cebf9a234c064b75016249f2ac65e,222,4.0, 2001-09-21 11:31:33 
139,8e7cebf9a234c064b75016249f2ac65e,223,4.0, 2001-09-10 12:17:17 
140,8e7cebf9a234c064b75016249f2ac65e,224,5.0, 2001-09-21 11:49:23 
141,8e7cebf9a234c064b75016249f2ac65e,225,3.0, 2001-09-28 11:33:06 
142,8e7cebf9a234c064b75016249f2ac65e,227,2.0, 2001-09-29 18:48:05 
143,8e7cebf9a234c064b75016249f2ac65e,228,2.0, 2001-09-25 21:33:20 
144,8e7cebf9a234c064b75016249f2ac65e,229,4.0, 2001-09-21 11:40:10 
145,8e7cebf9a234c064b75016249f2ac65e,230,4.0, 2001-09-21 11:51:07 
146,8e7cebf9a234c064b75016249f2ac65e,231,3.5, 2009-08-19 10:08:37 
147,8e7cebf9a234c064b75016249f2ac65e,232,4.0, 2001-09-19 09:32:40 
148,8e7cebf9a234c064b75016249f2ac65e,234,1.0, 2001-09-29 19:00:32 
149,8e7cebf9a234c064b75016249f2ac65e,235,5.0, 2001-09-10 12:40:42 
150,8e7cebf9a234c064b75016249f2ac65e,236,3.0, 2001-09-21 14:14:00 
151,8e7cebf9a234c064b75016249f2ac65e,237,3.0, 2001-09-28 11:43:59 
152,8e7cebf9a234c064b75016249f2ac65e,238,3.5, 2008-04-14 12:42:08 
153,8e7cebf9a234c064b75016249f2ac65e,239,3.0, 2001-09-29 18:53:44 
154,8e7cebf9a234c064b75016249f2ac65e,240,3.0, 2001-09-29 18:52:57 
155,8e7cebf9a234c064b75016249f2ac65e,245,2.0, 2005-06-22 10:24:53 
156,8e7cebf9a234c064b75016249f2ac65e,246,5.0, 2001-09-12 10:50:30 
157,8e7cebf9a234c064b75016249f2ac65e,247,5.0, 2001-09-12 10:53:36 
158,8e7cebf9a234c064b75016249f2ac65e,249,4.0, 2001-09-21 11:28:24 
159,8e7cebf9a234c064b75016249f2ac65e,251,2.0, 2007-12-27 11:42:21 
160,8e7cebf9a234c064b75016249f2ac65e,252,4.0, 2001-09-21 12:00:18 
161,8e7cebf9a234c064b75016249f2ac65e,253,4.0, 2001-09-21 11:58:32 
162,8e7cebf9a234c064b75016249f2ac65e,256,4.0, 2001-09-29 18:43:40 
163,8e7cebf9a234c064b75016249f2ac65e,257,2.5, 2004-05-10 22:39:51 
164,8e7cebf9a234c064b75016249f2ac65e,258,1.0, 2001-09-27 19:54:29 
165,8e7cebf9a234c064b75016249f2ac65e,259,3.0, 2009-07-23 20:53:09 
166,8e7cebf9a234c064b75016249f2ac65e,260,5.0, 2001-09-10 10:32:45 
167,8e7cebf9a234c064b75016249f2ac65e,261,5.0, 2001-09-10 13:23:28 
168,8e7cebf9a234c064b75016249f2ac65e,262,5.0, 2001-09-10 12:56:22 
169,8e7cebf9a234c064b75016249f2ac65e,265,4.0, 2001-09-10 12:08:45 
170,8e7cebf9a234c064b75016249f2ac65e,266,4.0, 2001-09-21 14:05:04 
171,8e7cebf9a234c064b75016249f2ac65e,267,2.5, 2003-07-13 16:34:39 
172,8e7cebf9a234c064b75016249f2ac65e,270,3.0, 2001-09-29 18:34:37 
173,8e7cebf9a234c064b75016249f2ac65e,271,3.0, 2001-09-10 12:33:37 
174,8e7cebf9a234c064b75016249f2ac65e,272,4.0, 2001-09-19 09:26:53 
175,8e7cebf9a234c064b75016249f2ac65e,273,4.0, 2001-09-25 21:32:12 
176,8e7cebf9a234c064b75016249f2ac65e,275,5.0, 2001-09-28 11:32:30 
177,8e7cebf9a234c064b75016249f2ac65e,277,4.0, 2001-09-29 18:30:35 
178,8e7cebf9a234c064b75016249f2ac65e,278,3.0, 2001-09-21 11:39:03 
179,8e7cebf9a234c064b75016249f2ac65e,279,4.0, 2001-09-23 21:19:26 
180,8e7cebf9a234c064b75016249f2ac65e,280,4.0, 2001-09-21 11:26:42 
181,8e7cebf9a234c064b75016249f2ac65e,281,5.0, 2001-09-27 08:12:32 
182,8e7cebf9a234c064b75016249f2ac65e,282,4.0, 2001-09-28 14:22:52 
183,8e7cebf9a234c064b75016249f2ac65e,288,1.0, 2001-09-29 18:44:51 
184,8e7cebf9a234c064b75016249f2ac65e,289,3.0, 2001-09-28 11:16:08 
185,8e7cebf9a234c064b75016249f2ac65e,290,4.0, 2001-09-21 11:24:31 
186,8e7cebf9a234c064b75016249f2ac65e,292,2.0, 2001-09-21 14:07:26 
187,8e7cebf9a234c064b75016249f2ac65e,293,5.0, 2001-09-19 07:52:07 
188,8e7cebf9a234c064b75016249f2ac65e,294,3.0, 2001-09-21 11:49:53 
189,8e7cebf9a234c064b75016249f2ac65e,296,5.0, 2001-09-10 10:35:29 
190,8e7cebf9a234c064b75016249f2ac65e,297,1.0, 2002-10-18 22:57:26 
191,8e7cebf9a234c064b75016249f2ac65e,298,3.0, 2001-09-21 11:33:25 
192,8e7cebf9a234c064b75016249f2ac65e,300,5.0, 2001-09-19 07:50:33 
193,8e7cebf9a234c064b75016249f2ac65e,302,2.0, 2004-03-17 22:51:33 
194,8e7cebf9a234c064b75016249f2ac65e,303,3.0, 2001-09-21 14:05:21 
195,8e7cebf9a234c064b75016249f2ac65e,304,4.0, 2001-09-15 19:47:29 
196,8e7cebf9a234c064b75016249f2ac65e,306,5.0, 2001-09-10 17:14:54 
197,8e7cebf9a234c064b75016249f2ac65e,307,4.0, 2001-09-19 09:18:04 
198,8e7cebf9a234c064b75016249f2ac65e,308,3.0, 2004-01-13 20:08:24 
199,8e7cebf9a234c064b75016249f2ac65e,314,2.0, 2001-09-10 12:28:52 
200,8e7cebf9a234c064b75016249f2ac65e,315,2.0, 2001-09-29 18:51:39 
201,8e7cebf9a234c064b75016249f2ac65e,316,1.0, 2001-09-28 14:26:13 
202,8e7cebf9a234c064b75016249f2ac65e,317,3.0, 2002-11-05 18:02:17 
203,8e7cebf9a234c064b75016249f2ac65e,318,5.0, 2001-09-10 17:14:16 
204,8e7cebf9a234c064b75016249f2ac65e,319,3.0, 2001-09-12 14:14:38 
205,8e7cebf9a234c064b75016249f2ac65e,322,4.0, 2001-09-10 10:39:25 
206,8e7cebf9a234c064b75016249f2ac65e,326,5.0, 2001-09-10 10:42:05 
207,8e7cebf9a234c064b75016249f2ac65e,329,2.0, 2001-09-21 14:01:38 
208,8e7cebf9a234c064b75016249f2ac65e,330,1.0, 2001-09-29 18:46:48 
209,8e7cebf9a234c064b75016249f2ac65e,331,4.0, 2001-09-28 11:27:04 
210,8e7cebf9a234c064b75016249f2ac65e,333,5.0, 2001-09-21 14:04:02 
211,8e7cebf9a234c064b75016249f2ac65e,334,5.0, 2001-09-10 12:30:23 
212,8e7cebf9a234c064b75016249f2ac65e,337,5.0, 2001-09-10 12:40:42 
213,8e7cebf9a234c064b75016249f2ac65e,339,4.0, 2001-09-21 11:47:57 
214,8e7cebf9a234c064b75016249f2ac65e,340,4.0, 2001-09-21 11:30:48 
215,8e7cebf9a234c064b75016249f2ac65e,342,3.0, 2001-09-21 11:33:25 
216,8e7cebf9a234c064b75016249f2ac65e,344,1.0, 2002-08-15 18:46:34 
217,8e7cebf9a234c064b75016249f2ac65e,345,4.0, 2001-09-21 11:47:57 
218,8e7cebf9a234c064b75016249f2ac65e,346,5.0, 2001-09-10 12:41:12 
219,8e7cebf9a234c064b75016249f2ac65e,347,1.5, 2004-05-10 22:40:27 
220,8e7cebf9a234c064b75016249f2ac65e,348,5.0, 2001-09-12 10:57:06 
221,8e7cebf9a234c064b75016249f2ac65e,349,4.0, 2001-09-21 11:48:18 
222,8e7cebf9a234c064b75016249f2ac65e,350,3.0, 2001-09-21 11:59:59 
223,8e7cebf9a234c064b75016249f2ac65e,351,5.0, 2001-09-21 11:29:50 
224,8e7cebf9a234c064b75016249f2ac65e,356,4.0, 2001-09-10 10:18:08 
225,8e7cebf9a234c064b75016249f2ac65e,357,5.0, 2001-09-10 12:53:21 
226,8e7cebf9a234c064b75016249f2ac65e,359,1.0, 2001-09-29 18:41:46 
227,8e7cebf9a234c064b75016249f2ac65e,360,3.0, 2001-09-29 18:48:44 
228,8e7cebf9a234c064b75016249f2ac65e,361,4.0, 2001-09-21 11:58:08 
229,8e7cebf9a234c064b75016249f2ac65e,362,3.0, 2015-08-30 19:35:41 
230,8e7cebf9a234c064b75016249f2ac65e,363,4.0, 2001-09-10 13:13:28 
231,8e7cebf9a234c064b75016249f2ac65e,364,5.0, 2001-09-19 09:31:05 
232,8e7cebf9a234c064b75016249f2ac65e,368,4.0, 2001-09-21 11:30:30 
233,8e7cebf9a234c064b75016249f2ac65e,370,3.5, 2003-10-14 09:56:48 
234,8e7cebf9a234c064b75016249f2ac65e,371,3.0, 2001-09-21 12:00:34 
235,8e7cebf9a234c064b75016249f2ac65e,372,5.0, 2001-09-21 11:50:21 
236,8e7cebf9a234c064b75016249f2ac65e,373,4.0, 2001-09-21 11:26:42 
237,8e7cebf9a234c064b75016249f2ac65e,376,3.0, 2001-09-21 12:39:54 
238,8e7cebf9a234c064b75016249f2ac65e,377,4.0, 2001-09-21 11:41:43 
239,8e7cebf9a234c064b75016249f2ac65e,378,2.0, 2001-09-28 11:33:47 
240,8e7cebf9a234c064b75016249f2ac65e,380,2.0, 2002-09-02 21:52:48 
241,8e7cebf9a234c064b75016249f2ac65e,381,4.0, 2001-09-21 12:01:12 
242,8e7cebf9a234c064b75016249f2ac65e,382,4.0, 2001-09-21 14:13:38 
243,8e7cebf9a234c064b75016249f2ac65e,383,4.0, 2001-09-21 14:10:18 
244,8e7cebf9a234c064b75016249f2ac65e,385,3.5, 2004-05-10 22:40:40 
245,8e7cebf9a234c064b75016249f2ac65e,387,3.0, 2001-09-18 12:39:35 
246,8e7cebf9a234c064b75016249f2ac65e,402,3.5, 2005-05-16 15:20:48 
247,8e7cebf9a234c064b75016249f2ac65e,406,3.0, 2005-08-28 19:33:27 
248,8e7cebf9a234c064b75016249f2ac65e,407,1.5, 2004-05-30 20:38:07 
249,8e7cebf9a234c064b75016249f2ac65e,408,3.0, 2003-02-16 21:39:50 
250,8e7cebf9a234c064b75016249f2ac65e,410,4.0, 2001-09-21 14:08:09 
251,8e7cebf9a234c064b75016249f2ac65e,412,4.0, 2001-09-21 11:54:21 
252,8e7cebf9a234c064b75016249f2ac65e,413,1.0, 2001-09-29 18:40:58 
253,8e7cebf9a234c064b75016249f2ac65e,414,2.0, 2001-09-29 18:38:12 
254,8e7cebf9a234c064b75016249f2ac65e,415,3.0, 2001-09-29 18:55:27 
255,8e7cebf9a234c064b75016249f2ac65e,418,1.0, 2001-09-29 19:06:22 
256,8e7cebf9a234c064b75016249f2ac65e,420,3.0, 2002-09-28 10:37:06 
257,8e7cebf9a234c064b75016249f2ac65e,422,3.0, 2001-09-28 14:26:40 
258,8e7cebf9a234c064b75016249f2ac65e,423,3.0, 2001-09-18 12:39:00 
259,8e7cebf9a234c064b75016249f2ac65e,425,4.0, 2001-09-21 11:47:57 
260,8e7cebf9a234c064b75016249f2ac65e,426,2.0, 2010-03-22 20:40:29 
261,8e7cebf9a234c064b75016249f2ac65e,427,1.0, 2001-09-29 19:05:37 
262,8e7cebf9a234c064b75016249f2ac65e,428,5.0, 2001-09-10 12:41:12 
263,8e7cebf9a234c064b75016249f2ac65e,431,5.0, 2001-09-21 11:40:42 
264,8e7cebf9a234c064b75016249f2ac65e,432,4.0, 2001-09-29 18:42:24 
265,8e7cebf9a234c064b75016249f2ac65e,434,2.0, 2004-05-10 22:41:05 
266,8e7cebf9a234c064b75016249f2ac65e,435,4.0, 2001-09-29 18:38:12 
267,8e7cebf9a234c064b75016249f2ac65e,436,2.0, 2001-09-29 18:39:19 
268,8e7cebf9a234c064b75016249f2ac65e,437,4.0, 2001-09-29 18:56:10 
269,8e7cebf9a234c064b75016249f2ac65e,440,4.0, 2001-09-21 11:35:14 
270,8e7cebf9a234c064b75016249f2ac65e,441,3.0, 2001-09-21 11:49:03 
271,8e7cebf9a234c064b75016249f2ac65e,442,1.0, 2001-09-28 12:43:04 
272,8e7cebf9a234c064b75016249f2ac65e,446,4.0, 2001-09-19 09:27:54 
273,8e7cebf9a234c064b75016249f2ac65e,447,2.5, 2004-05-10 22:41:00 
274,8e7cebf9a234c064b75016249f2ac65e,448,4.0, 2001-09-10 13:41:39 
275,8e7cebf9a234c064b75016249f2ac65e,450,3.0, 2001-09-21 12:01:12 
276,8e7cebf9a234c064b75016249f2ac65e,451,4.0, 2001-09-10 13:35:22 
277,8e7cebf9a234c064b75016249f2ac65e,454,4.0, 2001-09-21 11:54:22 
278,8e7cebf9a234c064b75016249f2ac65e,456,4.0, 2001-09-22 18:25:53 
279,8e7cebf9a234c064b75016249f2ac65e,457,4.0, 2001-09-10 13:35:22 
280,8e7cebf9a234c064b75016249f2ac65e,458,4.0, 2001-09-21 12:01:53 
281,8e7cebf9a234c064b75016249f2ac65e,459,4.0, 2001-09-28 14:25:22 
282,8e7cebf9a234c064b75016249f2ac65e,465,3.0, 2001-09-24 19:07:35 
283,8e7cebf9a234c064b75016249f2ac65e,466,5.0, 2001-09-29 18:35:02 
284,8e7cebf9a234c064b75016249f2ac65e,468,5.0, 2001-09-21 14:06:21 
285,8e7cebf9a234c064b75016249f2ac65e,469,4.0, 2001-09-21 14:04:32 
286,8e7cebf9a234c064b75016249f2ac65e,471,5.0, 2001-09-21 11:41:00 
287,8e7cebf9a234c064b75016249f2ac65e,472,4.0, 2001-09-28 12:40:45 
288,8e7cebf9a234c064b75016249f2ac65e,474,5.0, 2001-09-10 12:25:44 
289,8e7cebf9a234c064b75016249f2ac65e,475,5.0, 2001-09-10 12:28:52 
290,8e7cebf9a234c064b75016249f2ac65e,477,4.0, 2001-09-10 11:53:57 
291,8e7cebf9a234c064b75016249f2ac65e,478,2.0, 2001-09-29 18:59:57 
292,8e7cebf9a234c064b75016249f2ac65e,479,3.0, 2001-09-29 18:26:08 
293,8e7cebf9a234c064b75016249f2ac65e,480,4.0, 2001-09-21 11:53:02 
294,8e7cebf9a234c064b75016249f2ac65e,481,2.0, 2001-09-28 12:39:42 
295,8e7cebf9a234c064b75016249f2ac65e,482,2.0, 2001-09-21 14:00:13 
296,8e7cebf9a234c064b75016249f2ac65e,483,5.0, 2001-09-12 10:51:43 
297,8e7cebf9a234c064b75016249f2ac65e,486,3.0, 2001-09-28 11:42:50 
298,8e7cebf9a234c064b75016249f2ac65e,488,2.0, 2002-01-09 21:41:53 
299,8e7cebf9a234c064b75016249f2ac65e,489,3.0, 2002-08-12 14:49:16 
300,8e7cebf9a234c064b75016249f2ac65e,490,3.0, 2001-09-21 12:01:12 
301,8e7cebf9a234c064b75016249f2ac65e,491,3.0, 2006-10-25 22:23:07 
302,8e7cebf9a234c064b75016249f2ac65e,492,5.0, 2001-09-16 13:24:58 
303,8e7cebf9a234c064b75016249f2ac65e,493,3.0, 2001-09-21 14:04:32 
304,8e7cebf9a234c064b75016249f2ac65e,494,4.0, 2001-09-28 14:24:54 
305,8e7cebf9a234c064b75016249f2ac65e,497,5.0, 2001-09-12 10:53:36 
306,8e7cebf9a234c064b75016249f2ac65e,499,2.0, 2001-09-29 18:32:38 
307,8e7cebf9a234c064b75016249f2ac65e,500,4.0, 2001-09-21 14:01:18 
308,8e7cebf9a234c064b75016249f2ac65e,505,5.0, 2001-09-28 11:11:38 
309,8e7cebf9a234c064b75016249f2ac65e,507,4.0, 2001-09-21 14:00:27 
